text_id,text
10091,"excellent value money stayed ayre hotel caspe barcelona 3 nights room-only basis.we did not eat hotel breakfast little cafe lunch dinner outside.the hotel foyer modern minimalist funky chairs small pool lights floating it.the room modern pale wood fittings floor.it appointed lots wardrobe space perspex sliding doors extensive desk area.there safe room fridge complimentary water replenished day.the bathroom modern powerful shower separate bath shower, shower gel shampoo comb toothbrushes shower cap sewing kit supplied, arrived 11:30am allowed check-in immediately great.we staff pleasant.it 15 minute walk la sagrada familia 20 minutes la rambla.the nearest metro arc triomf it__Ç_é_ just 5 minute walk bus station barcelona bus girona airport ryanair stops.this hotel little way people want close la rambla definitely choose stay,  "
10092,"excellent week london days brugge stayed nights hilton arc triomphe paris, accumalate lot hilton points business travel usually prefer smaller independent hotels vacation, diamond hiltonhhonors booked hotel using points.we greeted taxi, check taken 7th floor executive lounge, lounge comfortable newspapers tv, food 7am 11pm, breakfast till 1030 snacks sandwiches, self service bar evening, able partake breakfast late night drinks day want stop hotel times day.the concierge helpful printing boarding pass flight home.the room nice, large european standards, bath oversize tub separate stall shower, nice quiet neigborhood near parc monceau 10 minute walk arc triomphe.we definitley stay ca n't recommend,  "
10093,"awesome location helpful staff clean rooms stayed moore hotel celebrate special occasion budget getaway downtown seattle, friendly staff offered helpful dining suggestions surprised spectacular room fifth floor, amazing close waterfront attractions walking distance, hotel clean fantastic value traveler n't phased quirks come older building,  "
10094,"great place stay searching decent priced hotel new york city came, got nothing good reviews read decided try, glad did, nice hotel, 5 minute walk 2 different subway stations 15 minute walk staten island ferry, wished stayed longer came town night mets game, free breakfast food nice coming tight budget, visit nyc good not wait come, definately come, problem wanted bed home, comforable bed slept long time,  "
10095,"fab hotel, great hotel, easy quiet designed inch life attitude come high-style destination, asked received quieter room upper floor, saw hen party lobby heard ready sleep, staff great attentive helpful came questions area requests help lost luggage, stay second thought,  "
10096,"melia benow definitely come husband stayed melia benoa 12 nights september/october, staff really welcoming arrival greeting refreshing drink.the room spacious spotless nice balcony, booked sea view room did n't majority rooms inward facing gardens fantastic did n't mind much.the staff fantastic happy time learn names, evening entertainment good live band nights balinese dancing 3 times week evening meal beach restaurant usually bbq sort.the hotel great organising taxi stay day wanted island, did reef island tour took 3 different neighbouring islands included lunch stopped snorkel twice, snorkelling fantastic crew helpful day extremely enjoyable.back hotel lovely bar waiter service remember drink order, pool bar good good excuse sun unless swim part.the beach ok. tide day n't swim, struggled sun bed usual reserving towel book goes here.definitely recommend staying people like try new places place come,  "
10097,"melia best, stayed melia caribe 5/1-5/5 nothing short fantastic, grounds beautiful staff wonderful friendly, rooms big kings size bed nice size balcony, looked like postcard, did difficult time getting reservations louicito preito tours liberty travel corrected right away, french restuarant excellent, buffets pretty decent lunch breakfast, pool huge swim bar just amazing, lobbies beautiful, read negative reviews life just ca n't understand, husband spoke just loved definately going back-its fantastic,  "
10098,"hip happening great value stayed madrid august 2008. hotel great location really central pleasant square number tapas bars in.we booked standard i.e, deluxe room really spacious massive bed flat screen tv 2 armchairs coffee table stocked minibar, loved lighting options, booked wants madrid package meant bottle cava strawberries dipping chocolate room, bathroom huge fantastic double shower, contrary reviews did n't problem noise internal room no view probably best bet prefer quiet night try package includes breakfast quite expensive, number packages available hotel website similarly priced supposed discount websites.the restaurant downstairs bar fantastic hip trendy certainly no attitude service good.the upstairs bar great views windy, frustrating point despite going early 9pm seats reserved does n't make sense given n't queue point sit think hotel needs manage better.altogether n't recommend hotel highly reasonable value stylish place spend weekend,  "
10099,"great business stayed business quite past years times pleasure finally write review, place definitely great improvements, service excellent facilities par intercontinental, noted hotel gone major renovations top-notch resort.again service excellent, feel like walking cheers time step door ok stay, names mention lorna mendez taken good care, great hotel business travelers close airport not loud amenity business traveler want including nice business center fitness center.i taken family times pleasure disappointed, time took wife months ago great time great wants come big xxth birthday, told reason wanted come, grounds fabulous right beautiful beach, yes food drink bit pricey nice resort food excellent, tight budget motel 6. splurge single stay couple stays budget motel.there plenty reasonable dining options short walk ride, nearby lupis mi casita metropol outback chili__Ç_é_ opening soon, old san juan loaded fabulous restaurants aguaviva best ceviche parrot club dragonfly tamarind tantra shops historical sights, great restaurants hotel old san juan, favorites ropa vieja pamela__Ç_é_ tables beach, ajili mojili che__Ç_é_ atlantica steak co. casa dante, try soleil beach club pinones open-air place right water fabulously fresh seafood.an overall great hotel business pleasure great city,  "
10100,"excellent hotel boyfriend quite dubious booking stay banks mansion reading negative reviews tripadvisor, stay excellent, lovely room slightly small bathroom lovely decor nice, staff extremely helpful friendly free bar stocked 2:30am, definitely recommend hotel want good quality hotel excellent location,  "
10101,"casablanca great, great location right times square, beautiful little hotel loved casablanca theme, rooms small adequate nice bathroom immaculately clean, complimentary drinks nibbles evening rick cafe welcome hard day sightseeing, rick nice place relax chat just read newspaper, complimentary internet access handy too.would definitely stay,  "
10102,"great place stay great place room bathroom clean date, want middle cant think better location, great stretch beach beach rentals view diamond head friendly service desk beach rentals dukes, time come oahu stay,  "
10103,"perfect city hotel just spent 2 nights hotel pulitzer barcelona husband teenage daughters following glowing reports trip advisor research paid lovely hotel friendly welcome greeted rooms were'nt huge imaculate decor cleanliness slept soundly comfortable beds untroubled noise.we loved hotel decor groovy comfortable.the stay breakfast hope come barcelona soon definitely stay pulitzer,  "
10104,"great weekend new orleans stayed weekend french quarter jazz festival, morning suite did not hot water, mentioning mr. martinez desk staff gave 2br suite let suite couples worked great suite hot water problem solved great customer service, wife liked having bedroom mentioned snore loudly, suites clean staff members friendly smiling gave impression make stay best possible, agreed stay new orleans,  "
10105,"highly recommended restaurant took close half space lobby personally thought quite odd.room pretty huge clean comfortable, bathroom huge like remote buttons near bathtub control tv lightings, designer obviously oriented took care small features high tech gadgets makes things convenient guests, internet access free too.service excellent, stuffs check counter concierge friendly courteous.location great walking distance shops restaurants ginza area.i certainly recommend hotel,  "
10106,"sheer luxury impeccable service having stayed dozens fine starwood hotels world say westin excelsior florence really gold standard hotels strive, moment arrive service impeccable staff anticipates needs generally happy, hotel centrally located right arno river, reviews tell ask river view beautiful, starwood status upgraded n't afraid 5th floor city, floors city look street buildings, 5th floor rises stunning view central florence duomo cathedrals churches literally breathtaking, 5th floor suites probably need starwood platinum pay upgrade worth price, heavenly baths showers attentive service best concierge staff experienced, instead pointing hotel stop doing escort, tell not necessary tell pleasure sincerely mean, bring iron no irons available, starwood westins conditioner watered reason bring, negative think, short walk duomo markets famous sights, sure rent car day cruise chianti highway siena, great job westin florence,  "
10107,"excellent experience perfect value money seeing raving reviews booked langham place stays hong kong month, true excellent hotel, check-in breeze, early change spa 11 hour flight hk, hotel room ready noon great room, not big felt roomy glass wall bathroom, wish room, great bathroom view city harbour comfy bed lots soft pillows kinds amenities, ca n't think negative room hotel, booked breakfast advance 130 hkd person great, day leave early 8.00 flight mainland breakfast room 4.30, exactly 4.30 breakfast served room asked there.the hotel conveniently located lively mong kok langham place mall mong kok mtr station, ladies market corner, hotel not cheap gives excellent value money, recommend hotel heart,  "
10108,"great location friendly staff girlfriend booked hotel fun weekend away, usually good luck hotels seattle place phenomenal, not modern comfortable beds incredible location ca n't beat, right heart shopping district downtown plenty great restaurants nearby try metropolitan grill happy hour, room stayed electric blinds virtually black room wo n't woken light creeping curtains, eventually wake naturally starbucks lobby.i stayed good hotels seattle return hyatt time town,  "
10109,"nice reasonably priced wife stayed grand hyatt weekend sept 17th, not gush hotels bit hotel snob hotel significantly exceeded expectations no agenda writing review, grand hyatt brand new 4 years old atractive marble light wooden appointments, hotel benefits having 1 excellent location 7 blocks pike place market 2 well-appointed spacious rooms 3 friendly helpful hotel staff, worst thing say hotel concierge desk average, member starwood rewards program stayed w seattle extremely mediocre guest service extremely mediocre rooms past grand hyatt kicks block, n't come hotel expectations treated like royalty grand hyatt top-notch premium hotel cool city,  "
10110,"best holiday staying banks mansion staying banks mansion fabulous, arrived taken room 406 pamela nice stay, opened door overwhelmed beautiful room, main room huge large sofa armchairs footstools, widescreen tv dvd player, bathroom divine jacuzzi bath walk-in shower sinks, bedroom yes seperate bedroom biggest bed seen, lay bed stretched did not touch, 4 windows overlooked, room nice did not want out.it true drinks complimentary, small sample drinks room downstairs larger variety, just help, snacks sweets pig day.unfortunately breakfast not great, just okay, not lot variety not tasty, maybe just fussy.this hotel middle, did not really need tram train tickets walked late night, days sunny cold particularly shade freezing night, forget sandals shorts, bring comfortable shoes, forget party clothes people dress casual comfortable warm.when airport connexions bus return fare 19.50 euros.the bus stop 50m away door, hotel staff confirm return time bus stop right outside, not need buy maps map.the best piece advice took prior arriving amsterdam buy tickets van gogh museum online queue enormous felt quite smug just walked straight front.if going amsterdam not regret staying banks mansion,  "
10111,"fabulous stay, comfortable close fun, touring spain week wonderful treat stay comfortable quiet happening place, beds fabulous bedding, room overlooking las ramblas noisy place, double-paned double doored sliding doors worked like charm, heard no noise coming street, room nicely appointed ac perfect, weather 100 degrees day really needed relief heat.the desk clerks super friendly available knowlegible places wanted visit, backup, spoke english well.the plumbing quiet amenities definitely star, ca n't higher rating no restaurant no pool hey comfortable food available las ramblas n't issues me.i highly recommend staying las ramblas happening place, yes held purse close times did spain, loved fun street performers hours day night, best town just euros tips ate wonderful tapas place called la lluna block away, open lunch 12 euros person not fabulous deal best meal spain, hop-on-hop-off bus disappointing, hot bus lines long did n't really want, felt did n't really close gaudi houses maybe 1/2 hour tour rest 1.5 hours drive red line just driving drop people different stops block away really n't peek bus, say worth doing day, summer lines slow fine.due location busy street taxi drivers drop hotel, n't problem friend bag, did n't walk far, traveling bags carry rethink staying here.i loved hotel heartbeat,  "
10112,"great hotel stayed hotel mela weekend 12/12-12/14 mom, visited nyc celebrate birthday shopping, absolutely loved hotel, location convenient, 1/2 block times square street surprisingly quiet heard little traffic noise, hotel decorated beautifully christmas left great impression, lobby sleek stylish cozy, smelled really good like baked apple pie, ca n't say staff, staff members lobby ready help needed, check in/check quick simple, just courteous helpful, room little small expected understand typical city, stylishly decorated clean, loved beds comfy plenty pillows, bath products amazing, great experience definitely stay,  "
10113,"truly 5 star resort number 1 dominican republic, boyfriend visited bahia principe punta cana resort aug. 26th sept. 1st 2007. travel lot dominican republic past, result previous experiences skeptical expect, soon arrived hotel immediatly charmed professionalism staff beauty surroundings, check-in quick brought room right away, say quite impressed cleanliness room hotel general, spotless beautiful, beach gorgeous ocean delight swim, boyfriend pleased lay resort comprises bahia principe bavaro resort, property just big enjoy taking long walks don__Ç_é_ like walking offers continuous shuttle service, stay got eat la carte restaurants buffet, comes food all-inclusive resorts usually expect worst surprinsingly happy quality variety meals served, enjoyed meals favorite la carte restaurant italian, pasta pizza thought quite good, thing really appreciated bahia principe crowd mainly families couples, did come drunks screaming making fools, previous stays punta cana experienced different hotels 5 stars ratings not half good bahia principe, food standard people loud classless, staying bahia principe resort definitely reconciliated idea punta cana wonderful travel destination, definitely nicer updated resorts majestic colonial iberostar bavaro riu.the standards quality bahia principe punta cana high definitely meet expectations staying 5 star category hotel, bahia principe punta cana resort doubt number 1 resort dominican republic,  "
10114,"great location stayed crown plaza darling harbour whilst touring australia december, hotel great location giving easy access want sydney.the hotel rooms beautifully decorated need clean, staff incredibly helpful booking excursions giving tips visit days etc.darling harbour area great day night street entertainers bars restaurants shops, best meal sydney meat wine co. darling harbour really,  "
10115,"romantic resort fantastic resort, definitely 5 star attractiveness extra, relaxing time, shocked read not getting service outstanding, waited drink, stayed bavaro hotel suggestion hacienda club package private lagoon-like pool great swim bar, free extras including internet service club__Ç_é_ office.the beach beautiful, scuba dived fun.this perfect resort break totally relaxing, rooms suites gorgeous large jacuzzi tubs marble bathroom, entertainment non-existent really n't looking for.enjoyed staff remember spanish resort__Ç__he staff 95 percent guest speak little no english, amazing fast adapt,  "
10116,"superb location travel tokyo 4 times year stay, superb location rooms modern maintained, staff 1st rate attentive, food drink tho expensive carefull order 9/10,  "
10117,"excellent hotel just come holidays italy, stayed hotel david 5 nights moving venice, best hotel, picked hotel david reading reviews website not disappointed, room 18 second floor, window opened hotel quiet, hotel situated near busy roundabout not quiet room, room big extremely clean, not stress helpful staff, bit problem flight arrived midnight instead 17:30. great needed night course luggage turned, offered help phone airport deal lost luggage arrived following day.they provided plug adaptor map florence lots info regarding various buses visit sites, gave excellent advise restaurants, took time answer questions little chat.we enjoyed walking town felt real italy, lots small shops nearby not tourists around.it takes 15-20 minutes walk hotel ponte vecchio, suggest not walk river maybe time bridge sites quite lot traffic road, just street away enjoy quieter streets lots small shops gives good insight people way life, streets old houses palaces not otherwise.finally guests use internet free charge evening 19:30 22:30. great way check emails let people home know to.on stay hotel david brilliant no hesitation,  "
10118,"great value money tegal sari lovely hotel, wife stayed 3-days middle honeymoon, cheapest resort stayed just nice, facilities nice pictures, stayed duplex room nicest room, large room 2 balconies jacuzzi tub, tub nice different expected, not deep thought, staff really nice helpful, willing drive wanted ubud free pick, food just okay cheap, cokes refrig room cost 3,500 0.40 cents american, ice cream good dinners, definetly bang buck stayed,  "
10119,"n't miss room mate mario, family stayed night room mate mario memorable experience, hotel absolutely gorgeous totally 21st century, staff unbelievably helpful suggested favorite restaurant 11 day stay spain, complimentary breakfast buffet, highly recommend hotel, thanks staff,  "
10120,"amazin, hi just got amazin weeks staying punta cana grand pallidium palace resort spa teh 1st sept teh 15th went thomsons, firstly big tip bring small change tipping 1 dollar bills tipping country second bag comes converbelt begins, whisk bag air conditioned bus relief stepping extreme heat kind sole tipped guy 10 nothing smaller wont make mistake got smileleaving airport notice country stage, electricity lack roads makes interesting journey, travelling unstricted speeds roads pot-holes size paddling pools filss frills sense going die, enviroment teh construction roads untouch beautiful surrondingsyou arrive hotel tip driver complimentry glass nice, short check-in beautiful looking receptions given room card instructed leave bags delivered looking bell boys, place excells spent extra junior suite wheer not disappointed, marble floors jacuzzi beautiful furniture mini-bar safe tvs plenty english channels lots movies downstairs upstairs large king sized bed seperate air-con.i firstly confirm rumours reviews yes safe does flash low battery just try pre-set code open/close, yes teh electricity does work extremely hard ensure returns, towel boys look miserable, teh major problem sun lounge taken early 5am didnt really affect low season, mini-bar filled evryday, lastly enjoy al'cart everynight not limit 5 times teh weeks taht low seasonthe weather amazing did suffer days crazy tropical storms courtesy hurrician ike apart 34c days 31c nights place goes cold, did trips firstly manati park swimming dolphins warned thomson rep isnt recommend trip way swim dolphins price range 85 person thomsons 415 ocean world, experince dolphins good dvd worked home dolphins pen extremly small, park alright bothered alot money nice surpise park keeper took took actual parrots igunas cages amazing deserved nice tip, second trip monster safri trucks booked hol rep 99 wont spoil worth make sure eat supply plenty alchol non-alchol drinks becareful teh begging kids mobile, overall hotel amazin beach beautiful sea warm looks stunning, caution careful every1 doesnt work teh hotel wants money allow people teh complex beaches trying sell excursions/trips sell gifts gets annoying, finnaly not teh shops teh beach try prices hotel complex gifts actually cheaper, just cautious, enjoy holiday know revisting amazing place,  "
10121,"special hotel just stayed mandarin oriental agree reviews fabulous hotel calm relaxed.we stayed club room truly worth extra dollars, check friendly efficient taken club great pot tea staff checked room ready.our room 20th floor marina view simply wonderful, plenty room fabulous big comfortable bed doona big comfy pillows wardrobe plenty hanging space including lovely fluffy white gowns slippers.we chose stay club room enjoy extras particularly late check flight did not leave 9pm, club special place enjoy quiet pot tea bite eat course fabulous cocktails canapÄs evening, welcome great staff.i celebrated birthday stay mandarin oriental surprised birthday cake club staff sang birthday__Ç really birthday special.the house staff wonderful ready smile concierge helpful directions arranging tours.we used services oriental spa agree best spa treatment far experienced.we definitely making mandarin oriental hotel choice time singapore,  "
10122,"lovely friendly hotel hi stayed nadia hotel sept 06. hotel lovely rooms dated small bathroom really smelt bad think problem hotels amsterdam, staff manager nicest people room cleaned day, really enjoyed stay nadia definitely stay, hotel perfect local walking distance, great hotel great people,  "
10123,"perfect location el convento perfectly located door cathedral middle old san juan, interesting history hotel adds charm comfort luxury property, n't miss afternoon wine reception gratis, great place meet travelers kindred spirit, refreshingly quiet break noisy casino hotels,  "
10124,"great stay close wanted, main coffeeshops museums dam square great shops right downtown, clean really enjoyed buffet continental breakfast, quiet, 2 nights, felt safe way buzzed, just booked 2nd trip amsterdam wife staying, time 6 nights,  "
10125,"great price location travelled weekend break watch barcelona match stayed 4 nights say impressed soon arrived 12pm allowed check good hotel, staff welcoming especially manuel man reception star especially lost room key, area great big shopping centre nearby glories diagonal not far away, room clean comfy breakfast selection good fresh, monumental metro station nearest hotel easy, 4 stops placa da catalunya la rambla starts nightlife happens, looking book cheap good value hotel not regret,  "
10126,"loved hotel, stayed hotel 41 4 nights recent holiday ny, ny stay hotel 41 did not dissapoint.on arriving told upgraded free charge superior room, given room facing street fears having brick wall view quickly dashed, room not biggest stayed perfect, comfy bed soft sheets tv/dvd safe free charge plenty storage space iron aveda products large shower, worried space room shopping trip knew lots bags 5 days shopping room store bags room.the staff extremelly friendly reception staff really helped queries directions, complimentary breakfast great bonus hotel, offer orange juice hot drinks scones muffins pastries bagels cream cheese jams, toaster heater warm bagels, breakfast filled mid afternoon, location hotel perfect visiting manhattan, directly hotel subway station uptown downtown trains, times square 2 minute walk lots restaurants shops, tip red lobster restaurant road fabulous place eat, great menu huge portions friendly staff really nice ny atmosphere, definately reccommend hotel, cant praise definately returning hotel time time,  "
10127,"enjoyed grand plaza park stayed grand plaza park hotel 2 nights stopover singapore, arrival reception attendant extremely polite helpful set tone rest short enjoyable stay, room clean big, breakfast buffet want, second evening drink bar listened live music, enjoyed stay definitely stay,  "
10128,"magnificent hotel stayed hotel europa family week, lovely unforgettable stay, owner mr ghassim lovely smiling daughter miriam sure trip florence not mention royal unbiased hospiality extend guests, daugher nadia enamoured owner keeps bugging preplan trip florence, barbie doll given cherished maintained, gesture touches enormously, hotel clean location heart florence simplified visting historic places, mr ghassim seasoned question asked florence answered, daughterand linguistics great help, nutshell enjoyed visit florence particular hotel europa got far money worth trip reminded did seoul hongkong olympics, stayed lotta hotel seoul holiday inn hongkong places treated like king need answered bow.abdulaziz sufi omar,  "
10129,"great little hotel booked rooms nights night stay paris, end 17 day trip france italy hotel perfect end great trip, staff fluent english good knowledge restaurants directions getting paris, hotel clean quiet walking distance major sights paris, recommend hotel,  "
10130,"cool hotel liked hotel.though little bit way.but worth it.with bus no 29,30,35 easy city center.plus supermarkets nearby convenient.the staff friendly.they tell entered hotel.we stayed days nice buffet breakfast everyday.the hotel new room not big adequate.all equipment just spakling new modern.plus friendly price 120 euros day breakfast included ca n't think complain location,  "
10131,"great location clean comfortable reasonable madrid, hotel room mate laura madrid perfect, location not better walk felt safe, breakfast best spain, try tortilla espana, room clean decorated modern way, especially liked loft bedroom half bath,  "
10132,"brilliant little discovery heart madrid concur says great little hotel, staff friendly provides exactly wanted simple clean accommodation reasonable price.location class particularly visiting el rastro market sundays strongly recommend.during visit stayed couple nights supposedly glamorous 5 star hotel nearby noise worse plaza mayor.maybe result high trip advisor rating guests friendlier usual,  "
10133,"peaceful time orchard girlfriend stayed week orchard fantastic time, staff friendly rooms well-furnished comfortable beds restaurant tasty burger, additionally hotel centrally located easy walking taxi distance want city plenty hotspots nearby stumble home, wireless internet included room staff sure steady supply clean wine glasses, easy standout,  "
10134,"wonderful place stay french quarter, want experience new orleans charm le richelieu place stay, not typical hotel chain, exudes charm tastefully decorated, hotel staff exceptionally helpful rooms clean a/c worked just fine relief hot humid august days, walk french market bourbon street spots no time,  "
10135,"great location great hotel wife just completed trip world staying variety hotels bad good, rated hotel highly, reception staff kept busy high volume tours come treated warmth smile, concierge rhoda particularly helpful comically dressed bellboy great whistling cabs providing directions, staying hotel try 5th floor, floor business centre, stayed room 506 large clean equipped expected quality hotel, king sized bed fantastic, did not meals hotel located close walgreens supermarket, saved lots money buying fresh fruit groceries store, room microwave oven came handy heating tv meals, coffee making machine nice touch especially wife, fishermans wharf great place stay, touristy action lots cheap clothing characterful shop assistants, san francisco superb city, fun filled day energy catch cab haight ashbury walk masonic haight st check great shops survivors hippy punk eras, walking golden gate park 2 hour walk visit attractions right pacific ocean, just heading west sun, great hotel just left, wines beers catch cab home, day,  "
10136,"new york`s best luxury hotel value making minute decision new york busiest hotel week year weren`t hopeful finding decent, it`s commonplace spend upwards 250 shabby run properties new york, tripadvisor reviews attest, called places horrified prices reviews, throwing caution wind called millenium plaza delighted offered excellent rate, we`ll disagree reviewers, lobby elegant polished marble mirrors stunning floral arrangements, desk staff extroverted cheerful helpful hotel staff encountered, got room gasped beautiful, contemporary minimalist decor just right focus remarkable city views, spacious pristine amenity laden bath virtually sparkled, housekeeping staff arrived 5 minutes making request terry cloth bathrobes example attentive service, hotel rooms start 28th floor absolutely no street noise rare commodity manhattan, exceptionally comfortable bed excellent night`s sleep, great hotel experience rare new york value, think spent lot light nearby properties makes hotel superlative missed crave luxury,  "
10137,"customer svs great, unfort hubby tough year health, 2 hospitalizations checked ritz carlton bpc times actually live nyc staff desk not amazing, no idea looked bit tired, incredibly gracious gave wonderful upgrade, breakfasts deelish views lady liberty beautiful beds really comfy, peole suggested hotel needs updated, stayed suite not sure standard room looks like really quite lovely, thought quality higher end hotel def, n't brand spanking new super imp hotel suit needs bit better-still 4s rc lot tired.i think paid 15 day internet svs agree w posters ridiculous pay wifi.i think desk mng mike amazing, gentleman took room svs order everyday super accommodating diet restrictions doc recommended, past yrs stayed variety fs cap juluca sandy lane ritz bpc gracious staff,  "
10138,"absolutely wonderful hotel joy big city, bed comforter, staff extremely helpful, hotel offered coffee tea kitchen times bountiful breakfast choices free bagels muffins juice etc., hotel located restaurant row reasonably affordable restaurants food country imaginable two-mile radius, street actually quiet new york especially considering times square broadway theaters just short walk away, room overlooked courtyard not street definite plus, cold sit thanksgiving imagine charming place rewind warmer months, room not large bigger stayed manhattan, overall great bargain, looking forward staying day,  "
10139,"best value city wow, thanks trip advisor gem place, got expedia special 92/night plus taxes centrally located one-year-old four-star equivalent, huge roomy suite rate gave upgrade office area kitchen/living area bedroom area roomy bath, kitchen includes mini-dishwasher washer dryer microwave dishes bit, building downtown bank skyscraper private club combination hotel apartments, new worth hunt special good deal rack rate 149 canadian, worth calling directly best rate online.the hotel features classic limos incuding rolls royce silver spur guests reserve no charge transportation local area, paid additional 4.99 canadian day high-speed internet access unlimited calls canada us.this really quite deal, rough edges no concierge young bell staff filling not informed, maid service rough edges plastic bags garbage cans installed air inside tossed bounces right toilet paper amenities not replaced no spares room, minor worked guess place hits stride, excellent value.thanks stayed pointed direction ps hot tub great fitness room equipped pool really just cold plunge size hot tub,  "
10140,"waiting trip just returned week away thoroughly enjoyed, clean friendly enviroment, impressed staff good sure went way help, asmatic patient carry nabulizer machine evening returning hotel short breath surprise gentlemen ran gave got machine plugged sure good shape no time.i no words express just say hotel just magnificient no problem staying,  "
10141,"planning ournext trip excellence, boyfriend just returned trip excellence resort, went couple best experience imagined, beach beautiful beach seen not pebble sight, heard ocean rough able great time swimming ocean not ocean person, pool wonderful swim bar right outside room huge plus, relaxing atmosphere wonderful, staff nicest people met, working 12 hours straight smiling energy, kept entertained, food wonderful, no complaints, ate restaurants mexican ran time loved meal, picky eater, cant forget animals cute, loved parrots beautiful birds wondering resort, club/disco lot fun, entertainment dancing night b/w disco entertainment shows, expected older crowd majority 20-30, granted honeymoon none good time, def couples resort great place relaxing fun vacation, prepared pampered taken care, advantage spa beautiful loved planning vacation november year b/c miss, suggestion dont drink water, not sure water not sick, none did not ruin wonderful time, nothing,  "
10142,"amazing, brother stayed march, hotel caruso ravelo best placed stayed, room view olympic village overlooking sea, marble bath 3 head separate marble shower spa like tub, suite stereo bathroom bed controls, auto blinds/shade controls bed, staff great, tailor suit did good job, location excellent, seconds beach,  "
10143,"fantastic believe read best hotels stayed in.from minute arrive staff ca n't make stay comfortable memorable.it oasis calm peace not believe just outside door times square.the location perfect coming days sightseeing free coffee juice fruit cookies welcome sight, wine cheese evening free wonderful way start evening.the beds pillows comfortable ceiling fans room really cool night day, truly wonderful hotel definate visit new york n't hesitate,  "
10144,"place rated 3-star hotel really great hotel wonderful city, miriam gassim true pros room money not bad deal wonderful welcome included personal tour room city map w/ spots circled water, good reviews hotel true, making museum reservations make sure recommending restraurants free internet service lobby wonderful breakfast buffet fresh hardboiled eggs boot place, complaint shower suite way small, definitely come hotel time firenze suggest stay,  "
10145,"great location just like reviews family 4 spent 3 nights hotel february 2005. thrilled receive rooms 118/119 additional exterior door, like having mini-suite, breakfasts plentiful satisfied 10 8year olds tastes, stroll taxi stand hard rock cafe easy walk hotel small cases wheels, rooms clean maintained housekeeping location central conveniently tucked away quiet winter months windows n't open, did n't ask recommendations restaurants say staff helpful retrieving sending kids stuffed animals accidentally left, loved city sites people paella atmosphere, hotel contributed wonderful holiday, enjoy,  "
10146,"anniversary memorable wife celebrated 15th wedding anniversary blue moon hotel lower east new york city june 19th 2008. texas usual iteniary starts star hotel mid-town, time tried different glad did, staff hotel friendly effort make stay unique custom class, stayed eddie cantor suite spacious double door balcony great view lower east midtown, hotel artist gave tour various rooms history hotel remodel local history, artist desk person olga gave great suggestions restaurants/bars/shopping/and entertainment lower east, coolest thing not reservations hotel staff got vip style, able make car transportation hookups, night olga staff members ahead arrange car service print detailed maps, unique local experiences new york, time felt like tourist like people neiborhood, ca n't say blue moon, staff makes memory forget,  "
10147,"loved dominican husband returned dominican 23/11/04, vist dominican fantastic, weeks quite lot rain intend re-visit end november beginning december, staff amazing friendly helpful happy entertaining, food great plenty choice, gym activities just described brochure, rooms comfortable, went 2 trips monster truck great bit sad times visiting poor villages recommend saona island disappointing beach no nicer punta cana sea rocks difficult, met wonderful people, complaint does rain nothing, daytime bars openair extra indoor bars nice, shutters pool bar bad weather,  "
10148,"balivillas delight traveling bali 3 weeks rounded month-long trip 5-night stay villa near jimbaran, emailed balivillas months advance, professional prompt, securing property easy dates wanted.the villa little slice heaven, air-conditioned bedroom incredibly comfortable, modern bathroom nicer home, comfortable sitting area spent time reading relaxing, pool lovely wonderful way refresh sitting sun bit.as service butler hospitable knowledgeable, checked times day make sure needed, villa immaculate thanks diligent houseboy term not, cook wonderful meals delicious specifications, driver available 10 hours day great prompt courteous knowledgeable roads sights see.the caveat include particular villa quite isolated, nothing walking distance means residents completely dependent driver places, limited spontaneous outings butler/concierge requested plans usually day advance able accommodate couple things did arise,  "
10149,"great place stay great place stay, great location, staff friendly great advice, hotel super clean modern stylish, included breakfast excellent, recommended friends,  "
10150,"good choice, selected swissotel competitors based favorable reviews received trip advisor, good choice, especially impressed 1 friendliness helpfulness staff especially conceriege spend lot time answering questions berlin providing detailed directions 2 great location easy walking distance major transportation links 3 free internet access business center 4 quality breakfast free iht newspapers great staff cleared away dirty plates quickly served abundant hot tea, rooms not lavish somewhat sparsely furnished extremely functional ended liking room amenities expect week stayed swissotel, given high prices hotels berlin swissotel reasonably priced, certainly stay,  "
10151,"loved single bit, no words explain punta cana r.d., beautiful, iberostar bavaro resort like fantasy come true, admit reading reviews posted little skeptical, tried cancel trip decided ahead make best, boy glad did, traveling kids did not know expect arrived airport vip travel associates waiting directed buses, arrived resort sort overview resort amenities nicole, awesome, kinda told don'ts helpful, breakfast lunch buffets delicious husband enjoyed evening buffet kids did n't, okay day got use food, gourmet restaurants awesome, reservations soon, poeple helpful, including 2 excursions took, went manati park awesome, kids got chance swim dolphins saw taino ritual dance cool, excursion bavaro splash truly amazing, not good swimmer successfully able drive speed boat snorkel, crew bavaro splash feel comfortable helped alot enjoying excursion, spent 4 days truly not, little tid bit make sure not drink water brushing teeth, did n't sick strongly recommended not consume water resort, hotel provides bottled water need provided mini-bar ask, restaruants purified water not make sick, year definitely return punta cana stay iberostar bavaro, tid-bit stay iberostar bavaro suites access punta cana dominicana resorts,  "
